Project_id,source_id,Address,Town,Province,Source_type,results,Improvement,Source_status,Date_of_completion,Comments
2644,HaRu20196224,"38 Mawimbi Makuu Drive",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2645,KiRu26460224,"67 Alexandria Avenue",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2646,AkRu05432224,"174 Wole Soyinka Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2647,AkRu05514224,"97 Wole Soyinka Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2648,SoRu36913224,"144 Ellen Johnson Sirleaf Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2649,HaRu17872224,"174 Lubumbashi Lane",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2650,KiAm22302224,"139 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2651,KiMr24411224,"146 Okocha Street",Mrembo,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2652,AmRu14463224,"5 Jomo Kenyatta Boulevard",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2653,AkRu03223224,"109 Savanna Street",Rural,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2654,AkRu03627224,"70 Koinange Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2655,KiHa22747224,"185 Tripoli Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2656,AmRu15565224,"29 Jerusalema Lane",Rural,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2657,KiRu30041224,"157 Burna Boy Street",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2658,HaRu17955224,"68 Lubumbashi Lane",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2659,AkRu07403224,"99 Ukingo Wa Jua Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2660,KiRu29029224,"150 Njia Ya Maji Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2661,KiZu31054224,"101 Yaounde Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2662,KiRu28477224,"14 Sungura Amanpour Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2663,SoCh32088224,"71 Lusaka Road",Cheche,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2664,HaRu17132224,"91 Twiga Lane",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2665,KiRu28918224,"148 Ziwa La Kioo Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2666,KiRu30437224,"128 Sahara Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2667,KiRu27328224,"56 Bloemfontein Boulevard",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2668,SoBa31791224,"169 Chura Usman Street",Bahari,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2669,SoIl32469224,"10 Sfax Street",Ilanga,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2670,SoIl32855224,"86 Cape Verde Street",Ilanga,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2671,SoRu36398224,"65 Nkrumah Road",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2672,SoRu35969224,"141 Seychelles Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2673,HaRu17262224,"13 Tangier Terrace",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2674,KiRu28025224,"76 Duma Leakey Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2675,AkRu02937224,"34 Sahara Terrace",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2676,HaRu17463224,"134 Rhodes Street",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2677,AmAb09285224,"52 N'dour Avenue",Abidjan,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2678,AkRu04576224,"112 Antananarivo Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2679,HaRu18039224,"57 Lubumbashi Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2680,HaDe16537224,"30 Yvonne Chaka Road",Deka,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2681,HaAm16256224,"67 Ziwa La Kutazama Avenue",Amina,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2682,HaDj16735224,"48 Durban Road",Djenne,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2683,KiRu25636224,"24 Kitale Drive",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2684,SoRu38830224,"27 Cape Town Avenue",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2685,SoRu34790224,"58 Amani Loop",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2686,KiIs24221224,"37 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2687,KiRu25386224,"16 Mwanza Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2688,KiRu26359224,"190 Kimathi Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2689,HaRu18053224,"116 Lubumbashi Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2690,AmRu15062224,"67 Mto Maridadi Avenue",Rural,Amanzi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2691,KiRu28788224,"1 Bahari Nzuri Street",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2692,HaDe16605224,"1 Yvonne Chaka Road",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2693,HaRu18419224,"29 Harare Avenue",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2694,KiMr25227224,"28 Afrobeats Street",Mrembo,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2695,HaRu20350224,"143 Johnny Street",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2696,SoCh32004224,"51 Bamako Road",Cheche,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2697,AkRu03390224,"154 Savanna Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2698,KiMr24735224,"67 Kob Maathai Road",Mrembo,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2699,AmRu13599224,"70 Casablanca Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2700,SoRu34852224,"67 Ndovu Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2701,SoKo33296224,"47 Chura Mandela Avenue",Kofi,Sokoto,shared_tap,NULL,NULL,Backlog,NULL,NULL
2702,KiRu30360224,"12 Kinshasa Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2703,AmDa11484224,"172 Johannesburg Street",Dahabu,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2704,HaRu17878224,"108 Lubumbashi Lane",Rural,Hawassa,river,NULL,NULL,Backlog,NULL,NULL
2705,SoIl32569224,"77 Pwani Mchangani Road",Ilanga,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2706,AkLu02325224,"81 Okonjo-Iweala Street",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2707,AkRu08518224,"72 African Skies Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2708,HaDj16702224,"148 Durban Road",Djenne,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2709,HaRu20400224,"39 Johnny Street",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2710,AmPw12422224,"136 Jengo Street",Pwani,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2711,AmAs10013224,"4 Tembo Road",Asmara,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2712,AkRu04481224,"19 Antananarivo Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2713,AkHa00620224,"122 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2714,KiRu28943224,"54 Ziwa La Kioo Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2715,SoRu37988224,"136 Paka Dangote Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2716,AkRu03705224,"47 Lumumba Street",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2717,KiZu31379224,"53 Mto Wa Maji Avenue",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2718,KiRu29245224,"140 Bahari Ya Faraja Road",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2719,AkRu06505224,"114 Popo Kamuzu Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2720,SoCh31955224,"124 Bamako Road",Cheche,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2721,SoRu38391224,"67 Mlima Wa Uzuri Avenue",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2722,HaRu19472224,"125 Mnyama Dangote Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2723,HaRu18000224,"97 Lubumbashi Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2724,AmPw12350224,"104 Jengo Street",Pwani,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2725,AmAm09896224,"131 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2726,AkRu02677224,"54 Nyota Avenue",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2727,AkRu03744224,"141 Lumumba Street",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2728,HaRu20449224,"146 Johnny Street",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2729,AmRu13680224,"58 Khartoum Avenue",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2730,HaRu20030224,"178 Milima Kali Street",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2731,HaZa21822224,"46 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2732,AmDa11357224,"58 Johannesburg Street",Dahabu,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2733,KiZu30968224,"124 Yaounde Street",Zuri,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2734,KiRu27270224,"9 Bloemfontein Boulevard",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2735,AmBe11000224,"179 Achebe Street",Bello,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2736,AkLu02097224,"51 Kumasi Street",Lusaka,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2737,AmRu15286224,"137 Mawimbi Maji Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2738,KiRu25678224,"83 Acacia Lane",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2739,AkKi01469224,"88 Zambezi Street",Kintampo,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2740,HaRu19203224,"167 Kiboko Nkrumah Lane",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2741,AmAm09626224,"90 Lumumba Lane",Amina,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2742,HaRu17197224,"33 Marrakech Terrace",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2743,AkRu05990224,"55 Simba Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2744,HaRu17049224,"103 Twiga Lane",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2745,AkRu04581224,"3 Marrakech Avenue",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2746,KiRu26183224,"65 Nyerere Road",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2747,HaDe16464224,"10 Ndege Tambo Road",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2748,SoRu37087224,"174 Nelson Mandela Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2749,AmRu13936224,"91 Timbuktu Road",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2750,KiRu30238224,"8 Afro Blue Drive",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2751,HaDe16446224,"16 Ndege Tambo Road",Deka,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2752,KiAm22526224,"82 Bahari Ya Upendo Road",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2753,KiRu28540224,"75 Sungura Amanpour Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2754,SoCh32043224,"21 Bamako Road",Cheche,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2755,AmAm09639224,"126 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2756,AmRu14661224,"174 Nyama Choma Street",Rural,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2757,KiRu26737224,"7 N'Djamena Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2758,SoMa33744224,"57 Algiers Road",Majengo,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2759,AmAm09540224,"11 Lumumba Lane",Amina,Amanzi,river,NULL,NULL,Backlog,NULL,NULL
2760,KiHa22802224,"150 Tripoli Street",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2761,AkRu03367224,"128 Savanna Street",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2762,HaZa21641224,"27 Serengeti Court",Zanzibar,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2763,HaRu19466224,"19 Mnyama Dangote Road",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2764,KiRu29340224,"47 Pwani Ya Utulivu Drive",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2765,HaRu18157224,"33 Djibouti Drive",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2766,SoIl32581224,"123 Pwani Mchangani Road",Ilanga,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2767,SoRu38238224,"2 Mto Wa Uzima Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2768,AkRu07953224,"10 Maji Mema Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2769,HaZa21864224,"16 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2770,KiRu27254224,"44 Maseru Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2771,SoRu34884224,"4 Ndovu Avenue",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2772,SoBa31806224,"53 Chura Usman Street",Bahari,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2773,AkLu01787224,"150 Lilongwe Street",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2774,SoRu38619224,"36 Mlima Wa Ufalme Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2775,HaRu19550224,"133 Mnyama Dangote Road",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2776,AkRu02873224,"197 Nia Lane",Rural,Akatsi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2777,SoRu35974224,"78 Seychelles Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2778,AmDa11945224,"15 Nyoka Achebe Street",Dahabu,Amanzi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2779,KiRu25330224,"29 Mwanza Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2780,AmRu13055224,"57 Cairo Road",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2781,SoKo33380224,"160 Mlima Wa Hekima Street",Kofi,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2782,HaRu17891224,"173 Lubumbashi Lane",Rural,Hawassa,shared_tap,NULL,NULL,Backlog,NULL,NULL
2783,KiRu26094224,"52 Nyerere Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2784,HaRu18721224,"64 Amin Road",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2785,KiRu30617224,"105 Sahara Street",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2786,KiRu25962224,"3 Kalahari Avenue",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2787,KiRu30575224,"34 Sahara Street",Rural,Kilimani,river,NULL,NULL,Backlog,NULL,NULL
2788,SoRu37045224,"30 Ellen Johnson Sirleaf Street",Rural,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2789,HaRu17661224,"76 Constantine Road",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2790,HaRu17846224,"15 Tunis Road",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2791,AkRu03482224,"15 Baobab Court",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2792,KiHa22846224,"34 Dar es Salaam Drive",Harare,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2793,KiRu28200224,"69 Kipepeo Johnson Street",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2794,SoRu38656224,"141 Mto Wa Ukarimu Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2795,AkLu02300224,"14 Okonjo-Iweala Street",Lusaka,Akatsi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2796,SoBa31784224,"104 Chura Usman Street",Bahari,Sokoto,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2797,KiRu27673224,"35 Desmond Tutu Street",Rural,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2798,SoMa34494224,"36 Thomas Mapfumo Road",Marang,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2799,SoBa31636224,"126 Kwame Nkrumah Street",Bahari,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2800,AmRu15173224,"72 Mawimbi Maji Street",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2801,SoRu39194224,"32 Hugh Masekela Avenue",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2802,AkRu08015224,"163 Maji Mema Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2803,KiAm22330224,"36 Nguvu Tutu Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2804,AmAs10281224,"102 Eto'o Street",Asmara,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2805,AkRu05792224,"26 Mbeki Street",Rural,Akatsi,river,NULL,NULL,Backlog,NULL,NULL
2806,SoRu35147224,"43 Kenyatta Avenue",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2807,AmAb09289224,"8 N'dour Avenue",Abidjan,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2808,AmAs10327224,"31 Eto'o Street",Asmara,Amanzi,shared_tap,NULL,NULL,Backlog,NULL,NULL
2809,AmPw12271224,"32 Zuri Place",Pwani,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2810,KiRu28936224,"24 Ziwa La Kioo Road",Rural,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2811,AkRu07931224,"57 Maji Mema Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2812,AmRu13424224,"51 Windhoek Way",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2813,HaDe16496224,"99 Ndege Tambo Road",Deka,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2814,AmAb09015224,"122 Kinshasa Road",Abidjan,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2815,SoRu37665224,"60 Tausi Lumumba Avenue",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2816,AmRu14382224,"28 Leakey Avenue",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2817,AkHa00063224,"68 Addis Ababa Road",Harare,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2818,HaRu17266224,"45 Tangier Terrace",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2819,KiHa23379224,"141 Samora Machel Road",Harare,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2820,SoRu37442224,"75 Soko Soyinka Road",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2821,KiRu28481224,"89 Sungura Amanpour Road",Rural,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2822,SoRu37055224,"38 Nelson Mandela Street",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2823,KiRu30664224,"42 Salif Keita Drive",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2824,SoMa34154224,"48 Mawimbi Mafupi Drive",Majengo,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2825,HaRu17129224,"179 Twiga Lane",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2826,AkRu07669224,"45 Mto Wa Furaha Road",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2827,AmRu13164224,"32 Hurghada Street",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2828,KiMr25207224,"199 Afrobeats Street",Mrembo,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2829,KiAm21987224,"143 Lome Street",Amara,Kilimani,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2830,AmRu13245224,"104 Hurghada Street",Rural,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2831,SoRu35768224,"103 Mombasa Road",Rural,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2832,KiZu30996224,"91 Yaounde Street",Zuri,Kilimani,shared_tap,NULL,NULL,Backlog,NULL,NULL
2833,HaRu17777224,"87 Tunis Road",Rural,Hawassa,river,NULL,NULL,Backlog,NULL,NULL
2834,HaYa21358224,"60 Okapi Road",Yaounde,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2835,AkRu03789224,"163 Lumumba Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2836,KiRu26071224,"117 Nyerere Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2837,AmRu13398224,"42 Windhoek Way",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2838,HaRu19689224,"49 Mamba Biko Drive",Rural,Hawassa,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2839,AkRu02666224,"57 Nyota Avenue",Rural,Akatsi,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2840,AkRu08448224,"75 African Skies Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2841,SoRu38143224,"50 Mto Wa Uzima Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2842,SoRu35603224,"38 Monrovia Street",Rural,Sokoto,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2843,SoMa34500224,"89 Thomas Mapfumo Road",Marang,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
2844,KiMr25143224,"115 Afrobeats Street",Mrembo,Kilimani,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2845,HaRu18193224,"30 Tripoli Terrace",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2846,KiRu30386224,"104 Kinshasa Road",Rural,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2847,AmRu12894224,"46 Nairobi Boulevard",Rural,Amanzi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2848,AkKi00863224,"60 Tunis Street",Kintampo,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2849,AkRu05319224,"192 Kenyatta Street",Rural,Akatsi,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2850,KiHa23431224,"11 Ladysmith Drive",Harare,Kilimani,well,"Contaminated: Chemical","Install RO filter",Backlog,NULL,NULL
2851,AmBe11123224,"42 Achebe Street",Bello,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2852,SoIl32961224,"20 Cape Verde Street",Ilanga,Sokoto,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2853,HaYa21538224,"39 Wangari Maathai Avenue",Yaounde,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2854,HaRu20267224,"4 Malaika Drive",Rural,Hawassa,well,"Contaminated: Biological","Install UV filter",Backlog,NULL,NULL
2855,AmAm09516224,"83 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2856,HaRu20598224,"69 Gbenga Adeyinka Street",Rural,Hawassa,tap_in_home_broken,NULL,NULL,Backlog,NULL,NULL
2857,SoRu38200224,"25 Mto Wa Uzima Street",Rural,Sokoto,river,NULL,NULL,Backlog,NULL,NULL
